genesymbol,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,workflow
Eri1,6.661843640735793e-11,0.6049486718809367,0.361,0.224,1.339496900842746e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Smc4,6.736413955980007e-11,-2.1494017488711195,0.178,0.298,1.3544907541289e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Knstrn,6.754549471869682e-11,-3.9184817957820783,0.015,0.108,1.358137262308837e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Trappc5,6.768921402960832e-11,0.4379470748869237,0.582,0.409,1.3610270264933346e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Sdhaf4,6.835605734585237e-11,0.39035684505116136,0.652,0.484,1.374435245053054e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Tut4,7.022641416246233e-11,-0.4284948037610195,0.771,0.838,1.41204250956463e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Psme3,7.064296093128781e-11,0.562340795568933,0.433,0.284,1.420418015445404e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Poc1b,7.075751320290786e-11,0.51205985904251194,0.454,0.3,1.4227213179708684e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Cit,7.279948317372436e-11,-5.394156422442542,0.002,0.087,1.4637792081740757e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Ttbk2,7.29219245635856e-11,0.7052163359660972,0.265,0.149,1.4662411372000157e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Prrt4,7.376512668459733e-11,1.5177609902408098,0.083,0.028,1.4831954022471988e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Pfkfb4,7.469149754520974e-11,0.6965101195536114,0.299,0.177,1.5018219411415325e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Clmp,7.480163037288542e-11,0.26483484517065037,0.858,0.673,1.5040363819076075e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Mast4,7.519436622624954e-11,0.16977421445898488,0.236,0.127,1.5119331217111994e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Akt3,7.590922382040623e-11,0.2079139833263115,1,0.939,1.526306763356908e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Gm20751,7.631906906566073e-11,1.9659068013315917,0.053,0.014,1.5345475217032406e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Rnf19b,7.751795223193828e-11,0.6613375460388753,0.323,0.195,1.558653465527583e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Ptx3,7.858185846836286e-11,-2.5156592656098486,0.036,0.141,1.580045428223372e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
1700037H04Rik,7.858854701445332e-11,0.6638663368889004,0.352,0.221,1.580179914819613e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Fars2,8.010051242802748e-11,-0.710323756956878,0.546,0.632,1.6105810033903485e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Rora,8.172817201662349e-11,-1.1250933927907925,0.301,0.436,1.6433083547382483e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Fam189b,8.269096682195932e-11,0.9160965015606508,0.225,0.121,1.6626672698891364e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Disp2,8.271929355883522e-11,1.1437336702345955,0.155,0.072,1.6632368355874998e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
