genesymbol,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,workflow
Rell1,3.7590945434837e-11,0.6638963756574932,0.306,0.19,7.546758205497876e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Cox4i1,3.764041496496443e-11,0.18430439373655183,0.996,0.993,7.556689708366259e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Vav2,3.7945268586356584e-11,-0.9839113731858198,0.141,0.266,7.617892121396948e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Qpct,3.8062066373474346e-11,1.3014282517965174,0.124,0.055,7.641340445138711e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Fbxl14,3.819247682527906e-11,0.712149665722303,0.314,0.196,7.667521647443024e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Kif1bp,3.819526642281374e-11,0.4679969819168932,0.595,0.462,7.668081687044087e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Lrrcc1,3.8770313145894936e-11,0.6633487388307343,0.38,0.254,7.783528067169868e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Gm14295,3.89435585132574e-11,1.1998792098458255,0.123,0.053,7.818308807121555e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Tmem223,3.9034496551807395e-11,-0.374753095992288,0.715,0.815,7.836565527740854e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Osbpl5,3.9262084984552955e-11,-1.5620302064371805,0.068,0.176,7.882256181498852e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Hectd2os,3.932758826111328e-11,2.5378573010481427,0.031,0.005,7.895406619301102e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Kat6b,3.9347013196744495e-11,0.4044335963183743,0.859,0.789,7.899306369378425e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Ei24,3.970250723395686e-11,0.3829383446583979,0.737,0.621,7.970675352289179e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Tent5c,3.977277278856578e-11,0.11373255114679726,0.067,0.021,7.984781865032465e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Mlip,3.9944994913168455e-11,-5.311748858368466,0.002,0.077,8.019357178767699e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Hspb11,4.0341505082063926e-11,0.5451121440586741,0.474,0.335,8.098960560275154e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
Ipo4,4.107355770484409e-11,0.6567962551538429,0.346,0.222,8.245927444824499e-7,3,seurat_posthocfilt_threshold_doubletfinder_soupx_emptydrops_10xmousebrain
