genesymbol,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,workflow
Hnrnpf,1.1618809704882252e-6,-0.5909979784278545,0.786,0.881,0.02342700600795408,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Tmem132a,1.1665788113632476e-6,-0.669853628214429,0.302,0.513,0.02352172857351716,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Camkk2,1.16816071353475e-6,-0.7656167259632591,0.203,0.392,0.02355362446700116,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Dusp1,1.1776905944407484e-6,-1.092719117620296,0.167,0.345,0.02374577545570881,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Prmt1,1.178287129144089e-6,-0.30297819724336805,0.948,0.963,0.02375780338493226,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Klf12,1.1833181837574386e-6,0.47301092993595817,0.776,0.645,0.02385924453910123,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Slc25a39,1.1893240991063264e-6,-1.383276607415283,0.094,0.249,0.02398034181028086,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Naa15,1.1991605137198915e-6,-0.44221696077222145,0.37,0.586,0.02417867343813417,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Scn2a,1.2112851752196294e-6,-1.4138663220740388,0.099,0.257,0.02442314298795338,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Zdhhc16,1.2145220273661928e-6,-0.962262243620256,0.104,0.267,0.02448840763778454,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Josd2,1.2156399856789866e-6,-1.0493309916370226,0.099,0.261,0.0245109490312454,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Nedd9,1.2194394153717683e-6,-1.3497123147083687,0.078,0.231,0.02458755693214097,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Becn1,1.2208279028460233e-6,-0.5380037233571802,0.234,0.449,0.02461555300508437,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Cdca8,1.2234619529856095e-6,-3.8410208950697418,0.021,0.143,0.02466866335804884,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Tspan9,1.227281773209337e-6,-1.570135728058223,0.062,0.208,0.02474568239321986,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Efna5,1.235782983787883e-6,-1.4730450250480278,0.109,0.268,0.02491709230211508,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Nup210,1.25997623569694e-6,1.2175460597414869,0.307,0.181,0.0254049008403574,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
1700086O06Rik,1.2620185302536225e-6,-2.759346615053679,0.01,0.128,0.02544607962550379,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Rbm42,1.279656288985676e-6,-0.5216344121609322,0.479,0.688,0.02580170975481818,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Zfp36l1,1.281000881341044e-6,-5.739850439427881,0,0.11,0.02582882077047946,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Serpine2,1.2827614850095875e-6,1.635792526039495,0.13,0.052,0.02586431982224831,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Atp2c1,1.2907726022981898e-6,0.7015034978447409,0.635,0.575,0.0260258479801384,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Ddrgk1,1.291689979345792e-6,-0.7836531168740416,0.208,0.391,0.0260443450535492,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Ubr5,1.2984759999910508e-6,0.5747028939316865,0.755,0.74,0.02618117158781955,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Ldlrad4,1.30255681129616e-6,-0.8994634546238898,0.354,0.521,0.02626345298616447,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Ptx3,1.3039344953459316e-6,-4.299828542780946,0.005,0.118,0.02629123122966002,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Phb2,1.310025708692894e-6,-0.4268235837990476,0.672,0.833,0.02641404836437482,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Smpd2,1.313450236912903e-6,-2.873652943306914,0.01,0.128,0.02648309712687486,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Mrpl14,1.3199901023799698e-6,-0.5587056934498903,0.339,0.533,0.02661496043428733,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Tnrc6b,1.325566483524411e-6,0.44567141706544944,0.828,0.793,0.02672739700730269,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Spg21,1.3263595218318966e-6,-0.5343332721168645,0.323,0.54,0.02674338703869653,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Fkbp1a,1.3422014495681932e-6,-0.3349206812556895,0.885,0.925,0.02706280782764348,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Gm20033,1.3505960376932932e-6,-0.9794846086335068,0.062,0.213,0.02723206790800987,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Mydgf,1.3633354547794984e-6,-0.650719347964082,0.234,0.433,0.02748893277471902,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Lor,1.3655592972317554e-6,2.5947514854945917,0.036,0.006,0.02753377211008388,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Pcdh7,1.3798333385357171e-6,-0.977857397031799,0.318,0.495,0.02782157960489566,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Dnajb2,1.3859601393985185e-6,-1.1198005705574747,0.104,0.266,0.02794511429069232,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Txnl4a,1.408017554527974e-6,-0.4539223612410981,0.536,0.728,0.02838985795194754,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Sdf2l1,1.4109845185375687e-6,-1.5353395376551355,0.057,0.2,0.02844968084727299,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Notch1,1.4194925503422549e-6,-2.754686458527714,0.042,0.171,0.02862122829255088,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Psma2,1.4343732818397605e-6,-0.31099919383938457,0.901,0.933,0.02892126848173509,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Prkcb,1.44356608840111e-6,-2.839386112978796,0.026,0.151,0.02910662304043158,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Ndufa10,1.4464976133031552e-6,-0.4558745875753766,0.615,0.777,0.02916573137703151,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Mcm2,1.4524608241550598e-6,-3.5353395376551355,0.016,0.134,0.02928596759743847,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Mipol1,1.45308185785417e-6,-0.8133618556274613,0.125,0.292,0.02929848949991363,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Rnh1,1.4632329849077009e-6,-0.9682076140896808,0.125,0.294,0.02950316667469396,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Gadd45g,1.463568818004032e-6,-2.409172082441507,0.12,0.273,0.02950993807741529,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Cib2,1.4667943554010788e-6,-0.9091459451743756,0.177,0.35,0.02957497458795195,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Cdkal1,1.478424859804208e-6,-0.7187187982052122,0.297,0.501,0.02980948044823224,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Mak16,1.497603711254658e-6,-0.7914680996175767,0.203,0.386,0.03019618363002767,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Tfap2c,1.5011820299398257e-6,-4.413182696047626,0.005,0.117,0.0302683332696767,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Gm4258,1.516544154197642e-6,-0.5827814760152557,0.672,0.798,0.03057807978108705,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Cd24a,1.5420892489345592e-6,-0.4617733696799631,0.995,0.919,0.03109314552626751,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Ephx4,1.550040913516776e-6,-4.612406422146696,0,0.108,0.03125347493923875,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Eif1ad,1.5541612804156e-6,-0.8829935559527031,0.177,0.35,0.03133655389701974,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Gm35040,1.5578009534111008e-6,-1.517094481478476,0.062,0.207,0.03140994062362802,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Aagab,1.5638188145617629e-6,-1.0911080677143106,0.073,0.225,0.03153127875800882,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Syt17,1.581808934002481e-6,2.3223183816585484,0.047,0.01,0.03189401353629202,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Nbdy,1.5850590796276334e-6,-0.5366752465072184,0.214,0.423,0.03195954622253197,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
2810004N23Rik,1.5863871713098702e-6,-1.004953034303124,0.161,0.329,0.03198632453512091,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
C2cd3,1.595061953164328e-6,-0.6253659891824652,0.161,0.349,0.03216123416165235,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Mrpl49,1.5968501581787108e-6,-0.752228571706506,0.219,0.399,0.03219728973935734,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Mcee,1.6078766423877612e-6,-1.6533887050395075,0.052,0.19,0.03241961674046443,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Snca,1.6369494264682314e-6,-2.3602610597320988,0.115,0.266,0.03300581128587895,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Aen,1.6445922241265948e-6,-0.9861641821638628,0.161,0.329,0.03315991301506453,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
Tgfb2,1.6486043516090489e-6,-2.6657089766753757,0.031,0.158,0.03324080954149325,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
2210016F16Rik,1.673007466170532e-6,-1.3367866351851247,0.089,0.239,0.03373284954039644,12,seurat_posthocfilt_threshold_scdblfinder_soupx_emptydrops_10xmousebrain
